image_id,target_ar,rank,candidate_id,source,source_group,score_final,why_tags
sstk_image_139509770,16:9,3,16x9_g12x12_s4_i0080,grid,grid,-5.996595,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,16:9,4,16x9_g12x12_s2_i0089,grid,grid,-11.054038,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_139509770,16:9,5,16x9_g12x12_s2_i0096,grid,grid,-11.062308,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_139509770,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.560031,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|symmetry
sstk_image_139509770,3:4,2,3x4_g12x12_sjit0_i0021,jitter,jitter,-12.598745,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|rule_of_thirds
sstk_image_139509770,3:4,3,3x4_g12x12_sjit0_i0025,jitter,jitter,-12.636665,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|rule_of_thirds
sstk_image_139509770,3:4,4,3x4_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-13.701812,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,3:4,5,3x4_g12x12_smx2_i0003,baseline_maxarea_slide,baseline,-13.724501,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.013815,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|symmetry|wide_crop
sstk_image_139509770,4:3,2,4x3_g12x12_s3_i0067,grid,grid,-5.766183,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,4:3,3,4x3_g12x12_s2_i0074,grid,grid,-8.319462,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,4:3,4,4x3_g12x12_s2_i0077,grid,grid,-8.372639,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_139509770,4:3,5,4x3_g12x12_sphi0_9_i0055,phi_thirds,phi,-11.925692,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|symmetry|tight_crop
pond5_image_143575051,1:1,1,1x1_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-5.695184,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_loss|headroom_ok|phi_grid|rule_of_thirds
pond5_image_143575051,1:1,2,1x1_g12x12_steach_cacnet_jit0_14_i0011,teacher:jitter,teacher_seed,-9.269904,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|rule_of_thirds|symmetry
pond5_image_143575051,1:1,3,1x1_g12x12_s2_i0049,grid,grid,-11.237449,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|rule_of_thirds|symmetry
pond5_image_143575051,1:1,4,1x1_g12x12_s1_i0071,grid,grid,-13.346822,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|rule_of_thirds|symmetry
pond5_image_143575051,1:1,5,1x1_g12x12_s1_i0059,grid,grid,-13.351513,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
pond5_image_143575051,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.80915,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
pond5_image_143575051,9:16,2,9x16_g12x12_s3_i0055,grid,grid,-2.701044,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_loss|headroom_ok|phi_grid|rule_of_thirds
pond5_image_143575051,9:16,3,9x16_g12x12_steach_cacnet_jit0_13_i0007,teacher:jitter,teacher_seed,-1.811458,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
pond5_image_143575051,9:16,4,9x16_g12x12_steach_cacnet_jit0_16_i0011,teacher:jitter,teacher_seed,-1.828264,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
pond5_image_143575051,9:16,5,9x16_g12x12_smx2_i0003,baseline_maxarea_slide,baseline,-1.828382,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry|wide_crop
pond5_image_143575051,16:9,1,16x9_g12x12_s1_i0023,grid,grid,-23.004547,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|symmetry
pond5_image_143575051,16:9,2,16x9_g12x12_s1_i0022,grid,grid,-27.242391,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
pond5_image_143575051,16:9,3,16x9_g12x12_s0_i0029,grid,grid,-27.974329,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
pond5_image_143575051,16:9,4,16x9_g12x12_s0_i0047,grid,grid,-27.979361,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
pond5_image_143575051,16:9,5,16x9_g12x12_s0_i0028,grid,grid,-33.746048,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
pond5_image_143575051,3:4,1,3x4_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-1.817846,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
pond5_image_143575051,3:4,2,3x4_g12x12_sjit2_i0031,jitter,jitter,-2.448565,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_loss|headroom_ok|phi_grid|symmetry
pond5_image_143575051,3:4,3,3x4_g12x12_s5_i0053,grid,grid,-2.505657,ar_fits_well|avoid_face_cut|centered_subject|context_loss|headroom_ok|phi_grid|rule_of_thirds|symmetry
pond5_image_143575051,3:4,4,3x4_g12x12_sjit1_i0033,jitter,jitter,-2.744115,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_loss|headroom_violation|phi_grid|symmetry
pond5_image_143575051,4:3,1,4x3_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-11.593241,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
pond5_image_143575051,4:3,2,4x3_g12x12_s2_i0025,grid,grid,-16.630899,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
pond5_image_143575051,4:3,3,4x3_g12x12_s2_i0024,grid,grid,-19.581484,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
pond5_image_143575051,4:3,4,4x3_g12x12_s0_i0039,grid,grid,-23.692847,ar_fits_well|avoid_face_cut|context_loss|headroom_ok|symmetry|tight_crop
pond5_image_143575051,4:3,5,4x3_g12x12_s0_i0053,grid,grid,-23.71389,ar_fits_well|avoid_face_cut|context_loss|headroom_ok|symmetry|tight_crop
bigstock_image_459741757,1:1,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.364542,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,1:1,2,1x1_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.883497,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,1:1,3,1x1_g12x12_steach_cgs_jit0_5_i0034,teacher:jitter,teacher_seed,-1.38591,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,1:1,4,1x1_g12x12_s2_i0063,grid,grid,-1.413803,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,1:1,5,1x1_g12x12_s2_i0067,grid,grid,-1.424153,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,9:16,1,9x16_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.938345,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,9:16,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.420972,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
bigstock_image_459741757,9:16,3,9x16_g12x12_steach_cgs_jit0_10_i0006,teacher:jitter,teacher_seed,-1.422415,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
